"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","User should treat SQL Injection payload as plain text ","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","175","User should be able to get project details by project name","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","2722","User should be able to create build type","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","132","User should not be able to create project with empty request body","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","41553","setupTeamCityServerTest","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","371","User should be able to create project","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","190","User should not be able to create two projects with the same id","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","72","User should not be able to create project without authentication","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","1","Project admin should be able to create build type for their project","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
"","195","User should not be able to create project with invalid user password","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
"","7","Project admin should not be able to create build type for not their project","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","106","User should not be able to create project with invalid name","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
"","325","User should not be able to create two build types with the same id","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","122","User should not be able to create project with invalid name","Surefire suite","2026-08-13","passed","2026-08-13","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
