"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","123","User should not be able to create project with invalid name","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
"","322","User should be able to create project","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","180","User should not be able to create two projects with the same id","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","1","Project admin should be able to create build type for their project","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
"","213","User should treat SQL Injection payload as plain text ","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","221","User should not be able to create project with invalid name","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
"","394","User should not be able to create two build types with the same id","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","286","User should be able to get project details by project name","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","44697","setupTeamCityServerTest","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","2642","User should be able to create build type","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","102","User should not be able to create project without authentication","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","5","Project admin should not be able to create build type for not their project","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","166","User should not be able to create project with empty request body","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","190","User should not be able to create project with invalid user password","Surefire suite","2026-08-16","passed","2026-08-16","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
