"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","404","User should not be able to create two build types with the same id","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","83","User should not be able to create project with null name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithNullNameTest"
"","113","User should be able to create project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","103","User should be able to get project details by project name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","77","User should not be able to create project with empty name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyNameTest"
"","82","User should not be able to create project with empty request body","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","1","Project admin should be able to create build type for their project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
"","2385","User should be able to create build type","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","42669","setupTeamCityServerTest","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","5","Project admin should not be able to create build type for not their project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","101","User should not be able to create two projects with the same id","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","98","User should treat SQL Injection payload as plain text ","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","57","User should not be able to create project without authentication","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","100","User should not be able to create project with invalid user password","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
"","81424","User should be able to start build","Surefire suite","2026-07-30","failed","2026-07-30","com.example.teamcity.api.StartBuildTest","Surefire test","com.example.teamcity.api.StartBuildTest","userStartsBuildTest"
