"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Project admin should be able to create build type for their project","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
"","94","User should not be able to create project without authentication","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","105","User should not be able to create project with invalid name","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
"","649","User should not be able to create two build types with the same id","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","44581","setupTeamCityServerTest","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","128","User should not be able to create project with invalid user password","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
"","2505","User should be able to create build type","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","245","User should not be able to create two projects with the same id","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","201","User should be able to get project details by project name","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","202","User should be able to create project","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","156","User should treat SQL Injection payload as plain text ","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","125","User should not be able to create project with empty request body","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","5","Project admin should not be able to create build type for not their project","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","117","User should not be able to create project with invalid name","Surefire suite","2026-08-17","passed","2026-08-17","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidNameTest"
