"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","331","User should be able to create project","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","189","User should not be able to create project without authentication","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","379","User should be able to get project details by project name","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","379","User should not be able to create project with empty request body","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","270","User should treat SQL Injection payload as plain text ","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","169","User should not be able to create project with invalid user password","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
"","363","User should not be able to create two build types with the same id","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","318","User should not be able to create two projects with the same id","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","3247","User should be able to create build type","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","53205","setupTeamCityServerTest","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","189","User should not be able to create project with null name","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithNullNameTest"
"","6","Project admin should not be able to create build type for not their project","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
"","169","User should not be able to create project with empty name","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyNameTest"
"","1","Project admin should be able to create build type for their project","Surefire suite","2026-08-03","passed","2026-08-03","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
