"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52719","setupTeamCityServerTest","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.ui.SetupServerTest","Surefire test","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest"
"","170","User should not be able to create project with invalid user password","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidPasswordTest"
"","295","User should be able to get project details by project name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userGetsProjectDetailsByProjectNameTest"
"","192","User should not be able to create project with empty name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyNameTest"
"","505","User should not be able to create two build types with the same id","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest"
"","180","User should not be able to create project with empty request body","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyRequestBodyTest"
"","322","User should not be able to create two projects with the same id","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest"
"","351","User should treat SQL Injection payload as plain text ","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithSqlInjectionPayloadInNameTest"
"","616","User should be able to create project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectTest"
"","152","User should not be able to create project without authentication","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutAuthenticationTest"
"","5","Project admin should be able to create build type for their project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest"
"","3910","User should be able to create build type","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest"
"","187","User should not be able to create project with null name","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.ProjectTest","Surefire test","com.example.teamcity.api.ProjectTest","userCreatesProjectWithNullNameTest"
"","7","Project admin should not be able to create build type for not their project","Surefire suite","2026-07-30","passed","2026-07-30","com.example.teamcity.api.BuildTypeTest","Surefire test","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest"
